獲補助年度,領域,公司名稱,計畫名稱,負責人姓名,登記地址(行政區),核定日期,計畫起始日,計畫到期日,核定補貼款(元),自籌款,總經費,產業類別(大類),資本額(申請時)
103,獎勵補貼,華艦科技股份有限公司,3C創新玩具產品開發融資及教育行銷投資計畫,陳鵬先,大安區,1031003,1030801,1050731,500000,31500000,32000000,批發及零售業,24000000
103,獎勵補貼,和丞數碼資訊有限公司,和丞電子發票資訊服務投資計畫,馮志鈞,萬華區,1031003,1030101,1041231,200000,2300000,2500000,資訊及通訊傳播業,5000000
103,獎勵補貼,原創層股份有限公司,卡柏蒂杯子蛋糕費南雪品牌創新投資計畫,莊雅婷,大安區,1031003,1020901,1040831,348000,4652000,5000000,批發及零售業,6000000
103,獎勵補貼,茶中文化股份有限公司,30秒手搖冷泡茶開發與推廣投資計畫,陳翊榮,萬華區,1031003,1030501,1050531,282000,2422479,2704479,住宿及餐飲業,6000000
103,獎勵補貼,現代久藏有限公司,葡萄酒雲端物流倉儲整合服務投資計畫,胡志龍,內湖區,1031003,1030501,1051231,600000,10400000,11000000,批發及零售業,1000000
103,獎勵補貼,三鳳有限公司,台灣原創戲劇及戲劇行銷投資計畫,陳俊良,松山區,1031003,1030101,1051231,668000,42012000,42680000,資訊及通訊傳播業,1500000
103,獎勵補貼,雲山藝文有限公司,雲山藝術文創產業及行銷在地部落特色產業投資計畫,楊筱婷,大安區,1031003,1030712,1060711,768000,2095620,2863620,批發及零售業,1000000
103,獎勵補貼,品樂音響有限公司 ,智慧型家庭多媒體整合規劃施工投資計畫,簡聖益,萬華區,1031003,1030601,1050531,258000,2742000,3000000,批發及零售業,3000000
103,獎勵補貼,真好玩娛樂科技股份有限公司,真好玩娛樂科技股份有限公司手機遊戲營運投資計畫,周玄昆,中山區,1031215,1020911,1041231,1557000,78443000,80000000,資訊及通訊傳播業,80000000
103,獎勵補貼,黑米數位股份有限公司,TinTint Wedding主題企劃及海外市場行銷投資計畫,林建宏,信義區,1031215,1030301,1080228,1000000,21020000,22020000,資訊及通訊傳播業,12000000
103,獎勵補貼,仲丞國際股份有限公司,雲端寵物健康管理及社群整合創新服務計畫,顧家祈,中正區,1031215,1030201,1071031,100000,4900000,5000000,資訊及通訊傳播業,8000000
103,獎勵補貼,騎士堡國際事業股份有限公司,騎士堡『玩中學』室內兒童樂園國際市場拓展投資計畫,葉亭綺,中山區,1031215,1030101,1050630,2778000,262722000,265500000,藝術、娛樂及休閒服務業,62560000
103,獎勵補貼,億鴻系統科技股份有限公司,拓展4g基站/機房建設及優化業務投資計畫,張家豪,內湖區,1031215,1030101,1041231,1000000,36103500,37103500,資訊及通訊傳播業,161164000
103,獎勵補貼,耆康實業有限公司,"銀髮族之幸福科技輔具-""Soft Life""智慧衣投資計畫",陳佳綾,內湖區,1031215,1031015,1051014,150000,4850000,5000000,批發及零售業,5000000
104,獎勵補貼,台灣旅圖資訊股份有限公司,多語文線上訂房系統投資計畫,江衍宏,信義區,1030121,1030101,1041231,963000,7227000,8190000,資訊及通訊傳播業,8264000
104,獎勵補貼,威小寶創意科技股份有限公司,室內設計網路平台投資計畫,何佩璋,內湖區,1030121,1030101,1051231,228000,3272000,3500000,資訊及通訊傳播業,2000000
104,獎勵補貼,綺泰動畫股份有限公司 ,台、義動畫影集聯合開發投資計畫,黃斐文,中正區,1030121,1030801,1050831,658000,12342000,13000000,資訊及通訊傳播業,1800000
104,獎勵補貼,雀客旅館股份有限公司,創設文創設計旅店及行銷投資計畫,戴東杰,中山區,1030121,1030101,1071231,1000000,399000000,400000000,住宿及餐飲業,66500000
104,獎勵補貼,岱妮國際生技有限公司,創新蠶絲蛋白製程產品開發及行銷投資計畫,李佳澤,內湖區,1030121,1021101,1051130,780000,31620000,32400000,專業、科學及技術服務業,12000000
104,獎勵補貼,好朋友吉他有限公司,「好朋友吉他」音樂學習平台與個人化學習整合服務投資計畫,李定中,大安區,1030121,1030912,1060911,168000,2832000,3000000,批發及零售業,3000000
104,獎勵補貼,旺捷數位行銷整合股份有限公司,生產履歷互動式行銷整合服務系統開發投資計畫,林閔瑩,中正區,1030121,1030601,1040930,300000,9700000,10000000,資訊及通訊傳播業,5000000
104,獎勵補貼,啟雲科技股份有限公司 ,3D臉部快速建模行動應用投資計畫,蔡憲聰,大安區,1030121,1030109,1040208,378000,6184860,6562860,資訊及通訊傳播業,15000000
104,獎勵補貼,言人文化傳媒股份有限公司,全新文化傳媒創新產值暨品牌發展投資計畫,林嘉柔,大安區,1030121,1030812,1050331,170000,1650000,1820000,專業、科學及技術服務業,1000000
104,獎勵補貼,群信行動數位科技股份有限公司,TSM服務平台開發及行動支付推廣投資計畫,林志盈,內湖區,1040209,1021201,1051031,1200000,298800000,300000000,資訊及通訊傳播業,225000000
104,獎勵補貼,艾迪互動股份有限公司,影音互動廣告開發與銷售投資計畫,徐德煒,松山區,1040209,1031101,1061130,702000,22298000,23000000,資訊及通訊傳播業,5000000
104,獎勵補貼,蘋果肉桂有限公司 ,蘋果肉桂展店及研發新產品宅配投資計畫,吳悠,信義區,1040209,1031121,1080520,786000,19214000,20000000,住宿及餐飲業,100000
104,獎勵補貼,尹文咖啡店 ,尹文咖啡店設備及行銷投資計畫,蘇裔文,信義區,1040209,1030901,1060831,126000,3724000,3850000,住宿及餐飲業,200000
104,獎勵補貼,三貝德數位文創股份有限公司,臺北市創新數位教育服務中心投資計畫,史勇信,中正區,1040209,1030103,1060102,1017000,80983000,82000000,資訊及通訊傳播業,161700000
104,獎勵補貼,雲鼎數位科技股份有限公司,雲端運算應用服務投資計畫,果芸,南港區,1040209,1030110,1050109,420000,63580000,64000000,資訊及通訊傳播業,64000000
104,獎勵補貼,唯豐商業有限公司,「我的小新乾」創新商品研發與APP平台開發投資計畫,江瑞斌,大安區,1040209,1030804,1070803,120000,2880000,3000000,批發及零售業,1000000
104,獎勵補貼,肯尚健康管理顧問有限公司,改變個人生活型態健康調整投資計畫,陳韻帆,大安區,1040326,1030201,1080131,756000,7794000,8550000,專業、科學及技術服務業,10000000
104,獎勵補貼,走著瞧股份有限公司,CTA智慧行動廣告平台開發投資計畫,朴鍾晚,中正區,1040326,1030113,1050212,2000000,7410400,9410400,資訊及通訊傳播業,10960000
104,獎勵補貼,三捷科技股份有限公司,海床淺層探勘新事業投資計畫,黃文義,中山區,1040326,1040116,1060115,635000,11365000,12000000,製造業,123000000
104,獎勵補貼,東翔生技股份有限公司,玻尿酸機能食品效果量化投資計畫,莊宇程,中山區,1040506,1031101,1081031,500000,380270000,380770000,批發及零售業,10000000
104,獎勵補貼,豐山生技醫藥品股份有限公司,以中草藥開發成健康食品之投資計畫,俞篤文,松山區,1040506,1030901,1060831,1200000,6300000,7500000,專業、科學及技術服務業,14500000
104,獎勵補貼,瑩徽設計有限公司,銀思卷創藝埠投資計畫,周宜瑩,大同區,1040506,1031201,1041231,280000,1470000,1750000,製造業,2000000
104,獎勵補貼,四塊玉文創有限公司 ,傅培梅中華料理食譜知識典藏與數位平台開發應用與行銷投資計畫,程顯灝,大安區,1040506,1040113,1070112,1200000,8800000,10000000,資訊及通訊傳播業,5000000
104,獎勵補貼,服神國際有限公司 ,Fersonal個人化男性形象顧問整合服務投資計畫,王涵,信義區,1040506,1040201,1060331,360000,6140000,6500000,專業、科學及技術服務業,6500000
104,獎勵補貼,歐酷網路股份有限公司,新型態 APP 優化整合暨開發投資計畫,劉于遜,松山區,1040506,1030901,1060831,1375000,17415000,18790000,資訊及通訊傳播業,6000000
104,獎勵補貼,樸然子有限公司,Plain-me概念服飾發展投資計畫,粘丁文,大安區,1040506,1030326,1051009,240000,11180000,11420000,批發及零售業,3500000
104,獎勵補貼,關鍵評論網股份有限公司,關鍵評論網品牌影響力與市場拓展投資計畫,鍾子偉,信義區,1040625,1031101,1051031,1000000,20696000,21696000,資訊及通訊傳播業,5000000
104,獎勵補貼,百草三味股份有限公司,百草三味有機鍋物投資計畫,劉兆雄,中山區,1040625,1030328,1080331,1300000,17002400,18302400,住宿及餐飲業,3400000
104,獎勵補貼,紅點子科技股份有限公司,VoiceTube看影片學英語網站平台投資計畫,詹益維,信義區,1040625,1030408,1051031,800000,5200000,6000000,資訊及通訊傳播業,5000000
104,獎勵補貼,聚豐全球股份有限公司,聚豐全球貿聯網跨境電商增資擴充投資計畫,趙珈琳,信義區,1040625,1040116,1070104,977500,88512500,89490000,資訊及通訊傳播業,95000000
104,獎勵補貼,酷遊天股份有限公司,促進觀光業旅遊市場國際化及銷售行動化投資計畫,陳明明,南港區,1040625,1030513,1081231,1026000,56511000,57537000,資訊及通訊傳播業,28000000
104,獎勵補貼,健築美學股份有限公司,健築美學-形塑健康台北投資計畫,廖伯軒,大安區,1040625,1030521,1060520,350000,17650000,18000000,批發及零售業,2000000
104,獎勵補貼,小公館人文旅舍股份有限公司,複合式青年人文旅店投資計畫,柯仕聰,松山區,1040625,1031001,1081031,2800000,32200000,35000000,住宿及餐飲業,100000000
104,獎勵補貼,奧帝歐創意有限公司 ,Duncanology當肯報創意媒體投資計畫,楊員彰,大安區,1040720,1040601,1060531,878000,1368000,2246000,專業、科學及技術服務業,2000000
104,獎勵補貼,奔放遊戲股份有限公司,創新戰鬥型態三國策略手遊開發投資計畫,廖本富,內湖區,1040720,1030701,1050630,600000,4030920,4630920,資訊及通訊傳播業,15000000
104,獎勵補貼,思泊客國際股份有限公司 ,思泊客101璀璨投資計畫,林仁德,信義區,1040720,1030701,1051130,530000,129950000,130480000,住宿及餐飲業,99980000
104,獎勵補貼,關子企業 ,拓展本地咖啡及時尚文化創意行銷投資計畫,關彥淳,大安區,1040920,1031001,1061130,576000,4924000,5500000,住宿及餐飲業,3000000
104,獎勵補貼,和可國際股份有限公司,日商HACK JAPAN Holdings台灣子公司投資計畫,保?東吾,大安區,1040920,1040310,1061231,570000,11016062,11586062,批發及零售業,10000000
104,獎勵補貼,無我企業有限公司 ,1765一起樂活館投資計畫,楊玉帆,中山區,1040920,1030718,1080322,700000,14300000,15000000,批發及零售業,10000000
104,獎勵補貼,顯榮國際股份有限公司,專業物聯網絡電話客服中心建置投資計畫,許天賜,松山區,1040920,1030807,1080706,750000,42390720,43140720,資訊及通訊傳播業,12000000
104,獎勵補貼,林家小舖創意工坊,哈皮樂園展店投資計畫,林書弘,信義區,1041005,1031101,1070331,1140000,22140000,23280000,批發及零售業,2200000
104,獎勵補貼,唷吼設計股份有限公司,開發旅行周邊配件新產品及行銷投資計畫,黃建偉,信義區,1041005,1030827,1050819,540000,34460000,35000000,專業、科學及技術服務業,15000000
104,獎勵補貼,易思醫創有限公司,醫療電子研發投資計畫,黃陳?月,大安區,1041005,1031016,1061015,600000,22680000,23280000,專業、科學及技術服務業,2000000
104,獎勵補貼,大口鳥餐飲有限公司,親子健康互動餐飲投資計畫,林姿妤,士林區,1041005,1031115,1081114,1560000,5660000,7220000,住宿及餐飲業,1500000
104,獎勵補貼,台灣波律股份有限公司,擴增自動化生產設備投資計畫,余風興,松山區,1041005,1040615,1060614,108000,59892000,60000000,製造業,500000000
104,獎勵補貼,益福生醫股份有限公司,精神及特殊功能性益生菌產品研發及行銷投資計畫,許正郎,中山區,1041005,1040501,1071231,3312000,72188000,75500000,專業、科學及技術服務業,76500000
104,獎勵補貼,本家股份有限公司,君城本家&貝肯庄烘焙雙品牌投資行銷展店計畫,邱仕峰,松山區,1041221,1030910,1060721,2004000,36224366,38228366,批發及零售業,25000000
104,獎勵補貼,植享家股份有限公司,客製化健康照護體驗與展店投資計畫,張月園,大安區,1041221,1040110,1061109,684000,31548192,32232192,批發及零售業,45000000
104,獎勵補貼,鄰鄉良食股份有限公司,安心農產產銷規模暨農產加工品產品價值提升投資計畫,譚景文,大安區,1041221,1030820,1060819,384000,2590000,2974000,農、林、漁、牧業,4700000
104,獎勵補貼,科智企業股份有限公司,開發工業4.0智慧製造產品服務投資計畫,顏均泰,中山區,1041221,1040601,1061231,2405000,77595000,80000000,資訊及通訊傳播業,53000000
104,獎勵補貼,騰學廣告科技股份有限公司,整合式即時競價廣告服務投資計畫,邱繼弘,大安區,1041221,1030919,1070918,2100000,48161047,50261047,資訊及通訊傳播業,13000000
104,獎勵補貼,安盟生技股份有限公司,高解析度光學同調斷層掃描儀投資計畫,林群倫,內湖區,1041221,1040401,1090211,2212000,12887800,15099800,製造業,90000000
105,獎勵補貼,來多國際企業股份有限公司,遇見好美食咖啡店投資計畫,黃文裕,萬華區,1050107,1040309,1080819,900000,3520000,4420000,住宿及餐飲業,2000000
105,獎勵補貼,大田映像有限公司,攝影器材輔助件開發投資計畫,林俊傑,中正區,1050107,1040301,1061231,204000,3681000,3885000,支援服務業,2500000
105,獎勵補貼,火心人有限公司,《HOT HEART》概念服飾品牌推廣投資計畫,沈天騮,大安區,1050107,1040401,1051130,312000,1688000,2000000,專業、科學及技術服務業,13000000
105,獎勵補貼,風尚創意股份有限公司,二允兄弟-台灣原創唱跳動畫卡通推廣投資計畫,彭愛萍,大安區,1050303,1040501,1060630,829000,4171000,5000000,專業、科學及技術服務業,3000000
105,獎勵補貼,良晨股份有限公司,怡品商旅投資計畫,陳若綾,大安區,1050303,1040101,1061231,744000,62240228,62984228,住宿及餐飲業,17500000
105,獎勵補貼,台灣歐必斯股份有限公司,3D個人居家風格整合與自主空間設計系統計畫,張修元,內湖區,1050303,1040801,1070731,924000,7076000,8000000,批發及零售業,11800000
105,獎勵補貼,樂可斯有限公司,精靈複合式餐酒館投資計畫,盧大中,大安區,1050418,1040401,1071031,720000,2280000,3000000,住宿及餐飲業,3000000
105,獎勵補貼,謝謝有你有限公司(撤案),BiBi Q狗狗幼兒園寵物犬、高齡犬日間照護投資計畫,李姝姮,內湖區,1050418,1040301,1090228,994000,4330000,5324000,專業、科學及技術服務業,1500000
105,獎勵補貼,昶昱能源有限公司,開發微型逆變器系統投資計畫,陳雅雯,中山區,1050429,1050101,1061231,552000,1766184,2318184,製造業,10000000
105,獎勵補貼,竣盟科技股份有限公司,第二代Log Master雲端日誌管理系統開發投資計畫,鄭加海,大同區,1050429,1040205,1060607,529500,4470500,5000000,專業、科學及技術服務業,5000000
105,獎勵補貼,路提科技股份有限公司,開發高階醫材新產品及行銷投資計畫,黎克邁,內湖區,1050603,1040922,1061031,1170000,3830000,5000000,醫療保健及社會工作服務業,10000000
105,獎勵補貼,馬大哈有限公司,手工起司蛋糕銷售投資計畫,何畯豪,中山區,1050718,1050501,1060430,258000,2160000,2418000,住宿及餐飲業,1618000
105,獎勵補貼,樂品行銷有限公司,多肉植物文創盆器開發及投資計畫,許信雄,大安區,1050718,1041001,1070930,1233000,4887000,6120000,批發及零售業,3750000
105,獎勵補貼,八百金股份有限公司,臺灣藍鵲茶茶學體驗暨生態教育推廣投資計畫,黃柏鈞,士林區,1050906,1050101,1070531,679850,6166900,6846750,批發及零售業,1010000
105,獎勵補貼,亨泰光學股份有限公司,角膜塑型片開發及隱形眼鏡擴產投資計畫,吳怡璁,士林區,1050906,1050101,1061231,1758000,158242000,160000000,製造業,160000000
105,獎勵補貼,台北天晴旅店有限公司,台北天晴旅店投資計畫,林威銓,中正區,1051007,1041201,1091130,1272000,11000700,12272700,住宿及餐飲業,10000000
105,獎勵補貼,雷亞遊戲股份有限公司(撤案),即時連線手遊開發投資計畫,鐘志遠,信義區,1051007,1050801,1070731,1044000,31716030,32760030,資訊及通訊傳播業,62760030
105,獎勵補貼,博晶醫電股份有限公司,穿戴裝置結合體力演算技術投資計畫,郭信甫,中山區,1051007,1050203,1070228,1032000,41259721,42291721,資訊及通訊傳播業,34000000
105,獎勵補貼,潔客幫股份有限公司,潔客幫家政學校營運投資計畫,林文康,中山區,1051205,1050801,1070731,1008000,1212000,2220000,資訊及通訊傳播業,14000000
105,獎勵補貼,第五代虛擬科技股份有限公司,雲端虛擬手機相容性投資計畫,丁俊宏,松山區,1051205,1050801,1080731,1248000,11236800,12484800,資訊及通訊傳播業,83000000
106,獎勵補貼,全福生物科技股份有限公司,建構國際化轉譯科學團隊開發新藥投資計畫,簡海珊,內湖區,1060116,1041101,1071031,1116000,798894000,800010000,專業、科學及技術服務業,506280000
106,獎勵補貼,齊石傳播有限公司,國際文創行銷媒合投資計畫,尹慧文,大安區,1060414,1050510,1080509,1008000,1992000,3000000,藝術、娛樂及休閒服務業,6000000
106,獎勵補貼,寓意科技股份有限公司,「Smart PM」資訊專案諮詢與管理服務投資計畫,施政源,大安區,1060414,1060201,1080131,840000,4140000,4980000,資訊及通訊傳播業,8500000
106,獎勵補貼,兆鵬實業股份有限公司,台灣特色風味國際美食發展投資計畫,劉宗原,大安區,1060414,1050501,1070731,1110000,35890000,37000000,住宿及餐飲業,15000000
106,獎勵補貼,台灣菊水股份有限公司,台灣菊水-建物改修及安全性提高的投資計畫,莊守己,大安區,1060414,1050501,1071231,814000,12686000,13500000,專業、科學及技術服務業,13500000
106,獎勵補貼,原創層股份有限公司,全新多元體驗法式甜點旗艦店投資計畫,鄭景元,大安區,1060616,1060101,1060930,771300,12199280,12970580,住宿及餐飲業,17501700
106,獎勵補貼,極膳養生文創有限公司,帝王養生膠極膳食補文化體驗餐館投資計畫,許淑貞,大安區,1060714,1060501,1080117,706950,11433050,12140000,住宿及餐飲業,1000000
106,獎勵補貼,朋禮肆餐飲顧問有限公司,O'Steak French Bistro投資計畫,尼凱PELLISSIER NICOLAS MARIE PHILIPPE CHARLE,大安區,1060714,1060201,1080228,2025000,7855000,9880000,住宿及餐飲業,6046297
106,獎勵補貼,百邑綠建築科技顧問股份有限公司,綠能建材線上展館暨資訊整合平台開發投資計畫,許書豪,大安區,1060714,1060215,1070214,472800,3527200,4000000,資訊及通訊傳播業,3000000
106,獎勵補貼,英諾瓦資訊科技服務有限公司,設立企業級海外醫療支付系統軟體研發中心投資計畫,魏瑞吉 Rajkumar Velagapudi,內湖區,1060714,1060601,1080531,10800000,345333644,356133644,資訊及通訊傳播業,10000000
106,獎勵補貼,好域股份有限公司,個人化活動場地配適服務平台投資計畫,張雲淞,大安區,1060919,1060501,1080430,720000,4720000,5440000,資訊及通訊傳播業,5000000
106,獎勵補貼,台灣特斯拉汽車有限公司,Tesla新能源及科技園區投資計畫,Susan Jean Repo,內湖區,1061128,1060901,1081231,5642925,1189625075,1195268000,資訊及通訊傳播業,105000000
106,獎勵補貼,良豆生物科技股份有限公司,複合式有機濃豆乳展售體驗空間投資計畫,魏淑鳳,大安區,1061225,1061101,1081031,1854000,24146000,26000000,專業、科學及技術服務業,5000000
107,獎勵補貼,華安醫學股份有限公司,新藥開發及授權行銷投資計畫,邱壬乙,內湖區,1070504,1061010,1111009,2196000,60044000,62240000,專業、科學及技術服務業,330000000
107,獎勵補貼,李亭香食品有限公司,百年餅藝時光之旅：李亭香餅藝學苑投資計畫,李曾碧霞,大同區,1070531,1061203,1081231,676000,12424000,13100000,住宿及餐飲業,1980000
100,研發補助,安石國際商務顧問股份有限公司,中小企業超級創業家雲端辦公室創新服務技術開發計畫,尹克勤,松山區,1000711,1000701,1011231,600000,2100000,2700000,專業、科學及技術服務業,11500000
100,研發補助,麗唐國際股份有限公司,口腔清潔環保素材開發計劃,柯俊傑,大安區,1000711,1000701,1010630,1200000,3870000,5070000,批發及零售業,5000000
100,研發補助,興誠科技股份有限公司,長變焦3D雷射圖案系統開發,黃紹甫,大安區,1000711,1000701,1010630,700000,1100000,1800000,製造業,3800000
100,研發補助,峰辰行銷股份有限公司,互動式幸福人生線上遊戲平台開發計畫,黃馨儀,中山區,1000711,1000601,1010531,1000000,1750000,2750000,專業、科學及技術服務業,5000000
100,研發補助,麥威資訊股份有限公司,互動式社群行銷Facebook電子公仔細部計畫,孫偉年,中山區,1000711,1000701,1010630,800000,2400000,3200000,資訊及通訊傳播業,5000000
100,研發補助,亞太戲網股份有限公司,中文網路字型技術平台開發計畫,葉俊麟,南港區,1000613,1000601,1010831,500000,1420000,1920000,資訊及通訊傳播業,1800000
100,研發補助,庭茂開發股份有限公司,植物工廠產量及省能最佳化研究計畫,羅信沂,信義區,1000711,1000701,1011231,500000,1900000,2400000,住宿及餐飲業,28800000
100,研發補助,川富科技開發股份有限公司,可燃性及易燃性液體儲存櫃開發計畫,鍾昆金,松山區,1000905,1000701,1010630,650000,2000000,2650000,製造業,25000000
100,研發補助,溫普敦資訊股份有限公司,建構「台灣觀光資訊之行銷應用典範」計畫-以跨語言之在地化服務為例,林宗源,南港區,1000905,1000701,1011231,840000,3160000,4000000,資訊及通訊傳播業,57050000
100,研發補助,先鋒科技股份有限公司,觸控面板透明導電軟板雷射蝕刻系統開發計畫,張文河,南港區,1000905,1000701,1010731,1600000,2936000,4536000,製造業,45000000
100,研發補助,兔將創意動畫股份有限公司,高度自動化2D影片轉3D影片計畫,李昭樺,內湖區,1000906,1000601,1010531,1550000,3450000,5000000,資訊及通訊傳播業,5000000
100,研發補助,矽緯資訊股份有限公司,電子書與廣告、商務整合營運平台創新服務計畫,王豐田,士林區,1000905,1000801,1010731,1100000,1900000,3000000,資訊及通訊傳播業,15000000
100,研發補助,馳騰國際企業有限公司,智慧型USB手腕式血壓計開發計畫,王紀祥,大安區,1000905,1000701,1010430,1130000,2870000,4000000,製造業,5000000
100,研發補助,智信數位整合股份有限公司,智信網路賣家第三方電子商務整合平台計畫,沈世偉,南港區,1000905,1000701,1010630,1000000,1800000,2800000,資訊及通訊傳播業,8000000
100,研發補助,典皇企業有限公司,長者專用健康鞋開發設計與製作計畫,黃維靜,中山區,1000905,1000713,1011130,1000000,3300000,4300000,批發及零售業,5000000
100,研發補助,泰迪森林股份有限公司,原創泰迪熊客製設計與異業結盟整合行銷平台,林要任,士林區,1000905,1000801,1010531,1200000,2500000,3700000,批發及零售業,4000000
100,研發補助,金為科技股份有限公司,智慧行動化數位家庭整合系統開發計畫,張兩傳,大安區,1000905,1000901,1011031,1100000,2600000,3700000,製造業,10000000
100,研發補助,格林文化事業股份有限公司,兒童數位內容互動APP開發計畫,郝廣才,大安區,1000905,1000901,1010831,1800000,3000000,4800000,資訊及通訊傳播業,103610000
100,研發補助,桓科股份有限公司,電動刷之可噴清潔劑裝置開發計畫,羅得良,內湖區,1000905,1000801,1010430,800000,1200000,2000000,製造業,7600000
100,研發補助,立達國際電子股份有限公司,結合雲端服務概念Micro SD Card平台,王立民,內湖區,1001028,1000801,1010930,1000000,3000000,4000000,製造業,380000000
100,研發補助,親親文化事業有限公司,互動式兒童數位化植物生態電子書計畫,歐陽林斌,文山區,1001028,1001001,1010930,800000,3000000,3800000,教育服務業,15000000
100,研發補助,台灣軟陶有限公司,軟陶創新技術開發,翁林明照,中山區,1001028,1000901,1010630,625000,1875000,2500000,製造業,2500000
100,研發補助,神能節能動力科技有限公司,分佈式風力發電系統4KW採能模組開發計畫,李元熙,大安區,1001028,1000901,1011130,1080000,2920000,4000000,專業、科學及技術服務業,10000000
100,研發補助,台灣英文新聞股份有限公司,高砂義勇隊動畫電子書數位出版開發計畫,高志明,大安區,1001028,1000901,1010430,700000,2000000,2700000,資訊及通訊傳播業,242295000
100,研發補助,魔樹數位科技有限公司,Hotshare沖印網整合創新服務計畫,李桂香,大同區,1001028,1000901,1010831,220000,780000,1000000,資訊及通訊傳播業,10000000
100,研發補助,意門科技有限公司,支援互動應用之可擴展雲端計畫,李依倫,大安區,1001028,1001001,1020331,800000,1500000,2300000,資訊及通訊傳播業,3000000
100,研發補助,振中資訊股份有限公司,手機體感操作介面研發計畫,高金德,南港區,1001028,1001001,1010930,1600000,2965000,4565000,資訊及通訊傳播業,10000000
100,研發補助,中文故事文化出版有限公司,中文閱讀互動學習i phone/i pad app有聲電子書計畫,黃政榮,信義區,1001028,1001001,1010930,700000,1947000,2647000,資訊及通訊傳播業,1000000
100,研發補助,聯合百科電子出版有限公司,經典藝文雜誌庫開發計畫,伍翠蓮,文山區,1001028,1001001,1010930,1000000,3000000,4000000,資訊及通訊傳播業,20000000
100,研發補助,寶健科技股份有限公司,體外震波碎石機之高壓震波系統開發計畫,吳容珠,信義區,1001125,1001001,1010930,2800000,4000000,6800000,製造業,60000000
100,研發補助,永輝科技股份有限公司,個人品牌小眾社群行銷平台開發計畫,陳振宏,大安區,1001028,1010101,1011231,300000,900000,1200000,資訊及通訊傳播業,2000000
100,研發補助,艾迪馬汽車股份有限公司,電動車管理系統（VMS）開發與實車驗證計畫,林伯璋,中正區,1001028,1001001,1010930,1300000,2200000,3500000,製造業,22000000
100,研發補助,寶陸科技股份有限公司,高效能可攜式之烤肉爐廢熱回收發電模組開發計畫,王麗芳,內湖區,1001028,1001001,1010930,400000,1200000,1600000,製造業,15000000
100,研發補助,勝利體育事業股份有限公司,高值化羽球拍產品技術開發計畫,陳登立,南港區,1001028,1001001,1020331,800000,2500000,3300000,製造業,60000000
100,研發補助,峰田科技有限公司,即時高效計程車派遣創新服務計畫,宋素蓮,中正區,1001125,1001101,1011031,900000,1400000,2300000,資訊及通訊傳播業,4500000
100,研發補助,康宇能源科技股份有限公司,行動複合式電源與冷凍保鮮整合控制技術計畫,沈科呈,松山區,1001125,1001001,1010930,1000000,1212000,2212000,製造業,3500000
100,研發補助,麥伯股份有限公司,台北新媒體開發方案輔助計畫,歐陽振曦,中山區,1001125,1001101,1011031,1000000,3600000,4600000,資訊及通訊傳播業,5000000
100,研發補助,哥德科技有限公司,GOLD 4D散熱技術應用於LED產品開發計畫,何易真,松山區,1001125,1001001,1010930,700000,2500000,3200000,資訊及通訊傳播業,4000000
100,研發補助,博客邦有限公司,3C知識導購系統平台建置計畫,江文雄,大安區,1001125,1001201,1011230,800000,1560000,2360000,資訊及通訊傳播業,5000000
100,研發補助,組合發展有限公司,雲端音樂公播交易服務平台計畫,張國忠,大安區,1001125,1001101,1010831,650000,1000000,1650000,資訊及通訊傳播業,1500000
100,研發補助,全音樂股份有限公司,數位音樂專屬社群行銷應用服務開發計畫,張松輝,內湖區,1001125,1001101,1011031,700000,2500000,3200000,資訊及通訊傳播業,50000000
100,研發補助,喜澤企業有限公司,以三原色調光技術應用於白平衡校正之系統開發計畫,劉春珠,中山區,1001125,1010101,1011231,1000000,2320000,3320000,資訊及通訊傳播業,5000000
100,研發補助,神鐳光電股份有限公司 ,低耗電全方位平面掃描雷射掃瞄器技術開發計畫,黃慧敏,松山區,1001125,1001101,1020430,1550000,3000000,4550000,製造業,42600000
100,研發補助,六上實業股份有限公司,TPU環保防水網布產品開發計畫,蔡晰毅,中正區,1001226,1010101,1011031,1100000,1500000,2600000,製造業,40000000
100,研發補助,芯瑞科技股份有限公司,高效綠能之電源控制晶片技術開發計畫,胡漢良,內湖區,1001125,1001101,1011031,1900000,3458000,5358000,製造業,245000000
100,研發補助,訊聯生物科技股份有限公司,間質幹細胞生物活性因子促進毛髮生長產品開發計畫,蔡政憲,內湖區,1001125,1001101,1020331,1000000,2500000,3500000,專業、科學及技術服務業,500404000
100,研發補助,新力能源科技股份有限公司,輕量化即時啟動可攜式燃料電池發電機產品技術開發計畫,張詩韻,中山區,1001125,1001101,1011031,1100000,2000000,3100000,製造業,10000000
100,研發補助,明豐科技股份有限公司,透光薄片人造石材加強強度研究開發計畫,丁啟和,大同區,1001125,1010101,1011231,1500000,2167000,3667000,製造業,10000000
100,研發補助,漢網管理顧問有限公司,華語無縫學習整合教學雲端平台開發計畫,葉素華,大安區,1001125,1001101,1010930,1000000,2200000,3200000,專業、科學及技術服務業,5000000
100,研發補助,台旌景觀設計工程有限公司,新型環保節能模組化室內綠牆開發計畫,陳照枝,大安區,1001226,1001101,1010831,700000,2000000,2700000,專業、科學及技術服務業,6000000
100,研發補助,賀柏企管科技顧問股份有限公司,台灣民宿淡季活化平台開發暨營運計畫,黃仁典,大同區,1001226,1001101,1010831,1000000,3000000,4000000,專業、科學及技術服務業,15000000
